Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending
1979,Graduation,Married,30545.0,1,0,71,2,2,0,3,7,0,0,0,0,0,0,0,35,69
1983,PhD,Married,70123.0,0,0,27,1,5,7,4,3,0,1,0,0,1,0,0,31,1727
1959,Graduation,Single,62450.0,0,1,61,2,5,5,4,3,0,1,0,0,0,0,0,55,995
1976,Graduation,Married,21675.0,1,0,55,3,4,0,3,7,0,0,0,0,0,0,0,38,45
1981,Graduation,Single,42395.0,1,1,35,4,3,1,4,7,0,0,0,0,0,0,0,33,182
1978,Master,Married,61346.0,1,0,34,1,5,7,10,3,0,0,0,0,0,0,0,36,989
1953,Graduation,Married,80812.0,0,0,95,1,4,8,5,2,1,0,1,1,0,0,0,61,1677
1971,Master,Divorced,42835.0,1,1,64,7,6,6,4,6,0,0,0,0,0,0,0,43,595
1983,Graduation,Married,39922.0,1,0,30,2,3,0,4,8,0,0,0,0,0,0,0,31,156
1956,Master,Single,86424.0,0,0,12,1,6,9,12,1,0,0,0,0,0,0,0,58,1226
1978,Graduation,Married,17117.0,1,0,96,4,3,1,3,9,0,0,0,0,0,0,0,36,128
1972,Graduation,Single,24762.0,1,0,16,3,3,1,2,8,1,0,0,0,0,0,1,42,86
1975,Graduation,Married,35797.0,0,1,16,2,2,0,3,8,0,0,0,0,0,0,0,39,68
1975,Graduation,Divorced,36627.0,2,0,78,1,0,0,3,5,0,0,0,0,0,0,0,39,16
1981,Graduation,Married,51111.0,1,1,83,2,2,0,3,6,0,0,0,0,0,0,0,33,55
1970,PhD,Married,82072.0,0,0,67,1,3,2,13,1,0,0,0,0,0,0,0,44,2018
1953,PhD,Single,46231.0,2,1,87,4,6,1,4,9,0,0,0,0,0,0,0,61,263
1959,Graduation,Married,42243.0,1,1,34,2,2,0,3,7,0,0,0,0,0,0,0,55,55
1962,Graduation,Married,51195.0,1,1,46,8,9,2,5,8,0,0,0,0,0,0,0,52,564
1978,Master,Single,68092.0,0,0,7,2,2,6,10,5,0,0,0,0,0,0,0,36,1281
1973,Graduation,Married,31814.0,1,0,73,2,2,0,3,9,1,0,0,0,0,0,0,41,83
1965,Master,Widow,51390.0,1,1,54,6,5,2,5,5,0,0,0,0,0,0,0,49,353
1983,Graduation,Married,76630.0,0,0,93,1,3,10,11,1,0,0,0,0,0,0,0,31,1003
1991,Basic,Single,26868.0,1,0,52,1,1,0,2,7,0,0,0,0,0,0,0,23,14
1972,PhD,Single,55260.0,0,1,81,2,8,10,5,6,0,0,0,0,0,0,0,42,1139
1956,Graduation,Married,64090.0,0,1,8,1,6,9,4,5,0,0,0,0,0,0,1,58,797
1958,Graduation,Divorced,78331.0,0,1,97,2,10,6,7,4,0,0,0,0,0,0,0,56,1638
1974,PhD,Married,37087.0,1,0,50,3,4,2,8,6,0,0,0,0,0,0,0,40,401
1986,Graduation,Divorced,21846.0,1,0,38,4,4,0,3,8,0,0,0,0,0,0,0,28,84
1958,Graduation,Married,81320.0,0,0,61,1,4,3,10,2,0,0,0,0,0,0,0,56,928
1970,Graduation,Divorced,54137.0,0,1,46,2,4,1,4,6,0,0,0,0,0,0,0,44,203
1967,Graduation,Married,66825.0,0,0,73,1,4,5,6,2,0,0,0,0,0,0,0,47,858
1973,Graduation,Married,57100.0,0,0,19,1,3,3,6,3,0,0,0,0,0,0,0,41,409
1969,Graduation,Married,58917.0,1,2,10,5,4,1,6,5,0,0,0,0,0,0,0,45,282
1977,Graduation,Single,85072.0,0,0,94,1,3,4,10,0,0,0,0,0,0,0,0,37,1423
1961,Graduation,Single,86429.0,0,0,10,0,7,4,7,2,0,0,0,1,0,0,1,53,1449
1971,Graduation,Widow,45684.0,1,0,37,1,1,0,2,7,0,0,0,0,0,0,0,43,28
1974,Graduation,Married,47889.0,1,0,94,1,2,0,3,5,0,0,0,0,0,0,0,40,67
1986,PhD,Married,45921.0,0,0,23,1,2,1,6,4,0,0,0,0,0,0,0,28,199
1966,PhD,Single,78420.0,0,0,75,1,3,10,8,1,0,0,0,0,0,0,0,48,1453
1992,Graduation,Married,75114.0,0,0,40,1,3,10,5,2,0,0,0,0,0,0,0,22,1253
1963,PhD,Widow,52278.0,0,1,24,6,10,5,10,8,0,0,0,0,0,0,1,51,1198
1972,Master,Married,35641.0,1,0,11,2,3,1,4,7,0,0,0,0,0,0,1,42,178
1994,Graduation,Single,95529.0,0,0,29,1,7,3,7,3,0,0,1,0,0,0,1,20,1990
1954,Graduation,Married,62820.0,0,0,51,1,3,4,6,1,0,0,0,0,0,0,0,60,976
1960,Master,Married,73113.0,0,0,86,1,3,4,7,2,0,0,0,0,0,0,0,54,1001
1954,Graduation,Single,42607.0,0,1,30,2,3,2,7,3,0,0,0,0,0,0,0,60,350
1954,PhD,Single,74637.0,0,0,73,1,6,9,9,3,0,0,0,1,0,0,0,60,1650
1955,PhD,Married,46015.0,1,1,25,1,1,0,3,7,1,0,0,0,1,0,0,59,46
1993,Graduation,Single,72354.0,0,0,67,1,2,10,6,1,0,0,0,0,0,0,0,21,1228
1969,Master,Single,39858.0,1,0,67,1,2,0,4,6,0,0,0,0,0,0,1,45,95
1948,PhD,Married,34469.0,1,1,58,3,1,1,4,4,0,0,0,0,0,0,0,66,62
1986,Graduation,Married,83033.0,1,0,82,1,11,4,10,5,0,0,0,1,0,0,0,28,1761
1979,Master,Married,24401.0,0,0,98,3,6,1,6,8,0,0,0,0,0,0,0,35,467
1978,Graduation,Married,77583.0,0,0,93,1,4,5,9,2,0,0,0,1,0,0,0,36,1149
1982,Graduation,Single,74116.0,0,0,53,1,4,4,10,2,0,1,0,0,0,0,0,32,2052
1976,PhD,Married,68397.0,0,1,6,1,6,9,5,3,0,0,0,0,0,0,0,38,1416
1974,PhD,Married,79632.0,0,0,42,1,6,4,9,2,0,0,0,0,0,0,0,40,1113
1989,Graduation,Single,46107.0,1,0,78,1,1,1,4,3,0,0,0,0,0,0,0,25,125
1951,PhD,Single,64950.0,0,1,29,2,11,2,10,7,0,1,0,0,0,0,0,63,966
1989,Basic,Married,25443.0,1,0,82,1,1,0,3,8,0,0,0,0,0,0,0,25,32
1971,PhD,Married,32892.0,1,0,78,2,3,0,3,8,0,0,0,0,0,0,0,43,46
1971,Graduation,Married,71796.0,0,0,54,1,9,3,4,4,0,0,0,0,0,0,0,43,960
1970,PhD,Married,67536.0,0,1,45,3,11,5,11,8,0,0,0,1,0,0,0,44,1829
1971,Graduation,Single,55239.0,0,1,59,3,7,5,11,5,0,0,0,0,0,0,0,43,779
1975,PhD,Divorced,60554.0,1,0,8,2,8,4,9,6,0,0,0,0,0,0,0,39,811
1952,Graduation,Single,64831.0,1,1,51,8,6,3,5,6,0,0,0,0,0,0,0,62,1120
1962,PhD,Married,56067.0,0,1,51,2,7,4,7,5,0,0,0,0,0,0,0,52,725
1983,Graduation,Divorced,82025.0,0,0,76,1,3,2,6,1,0,0,1,0,0,0,1,31,1187
1953,Graduation,Married,94384.0,0,0,62,0,5,8,5,2,0,1,1,1,0,0,1,61,2302
1986,Basic,Single,14906.0,0,0,86,3,2,1,3,7,0,0,0,0,0,0,0,28,66
1987,PhD,Married,51563.0,0,0,60,1,4,4,10,8,0,1,1,0,0,0,0,27,1250
1982,Graduation,Married,57937.0,0,1,56,3,4,4,9,3,0,0,0,0,0,0,0,32,683
1979,Graduation,Divorced,68274.0,1,1,83,2,4,2,5,3,0,0,0,0,0,0,0,35,305
1977,Graduation,Married,39771.0,1,0,92,1,2,0,3,4,0,0,0,0,0,0,0,37,50
1975,Graduation,Divorced,67893.0,0,1,31,2,3,2,9,8,0,0,0,0,0,0,0,39,995
1979,PhD,Married,27922.0,1,0,80,1,2,0,3,4,0,0,0,0,0,0,0,35,41
1976,PhD,Married,52190.0,1,1,39,3,2,1,3,5,1,0,0,0,0,0,0,38,77
1973,Master,Divorced,44051.0,1,1,20,4,3,1,4,6,0,0,0,0,0,0,1,41,171
1971,PhD,Single,42767.0,2,0,53,1,3,1,2,8,0,0,0,0,0,0,0,43,131
1976,Master,Married,46106.0,1,1,84,1,1,1,2,6,0,0,0,0,0,0,0,38,54
1976,PhD,Married,16927.0,1,1,50,5,3,0,4,8,0,0,0,0,0,0,0,38,53
1965,Graduation,Married,59754.0,0,1,96,3,5,2,6,5,0,0,0,0,0,0,1,49,475
1952,Graduation,Single,53700.0,0,1,94,4,5,5,8,5,0,0,0,0,0,0,0,62,694
1973,Graduation,Married,59041.0,1,1,25,2,2,0,4,5,0,0,0,0,0,0,0,41,96
1957,PhD,Divorced,54237.0,0,1,48,4,5,2,5,6,0,0,0,0,0,0,0,57,361
1967,Graduation,Divorced,70647.0,0,1,65,2,4,7,13,2,0,0,0,0,0,0,0,47,1079
1962,PhD,Single,52597.0,0,1,69,3,6,3,8,5,0,0,0,0,0,0,0,52,578
1969,Master,Married,41021.0,1,0,12,2,2,0,3,6,0,0,0,0,0,0,1,45,64
1975,PhD,Married,40233.0,0,1,84,5,2,1,5,6,0,0,0,0,0,0,0,39,149
1980,Graduation,Married,50183.0,1,1,47,7,3,1,6,5,0,0,0,0,0,0,0,34,231
1959,Graduation,Married,54753.0,0,1,87,3,5,2,11,4,0,0,0,0,0,0,0,55,728
1973,Graduation,Married,92955.0,0,0,35,1,6,7,9,2,0,0,1,1,0,0,1,41,1778
1973,Graduation,Married,33471.0,1,0,47,3,3,0,4,7,0,0,0,0,0,0,0,41,93
1974,PhD,Married,34596.0,1,0,48,1,1,0,2,8,0,0,0,0,0,0,1,40,23
1980,Graduation,Married,44010.0,1,0,46,6,10,2,6,9,0,0,0,0,0,0,0,34,662
1988,Graduation,Married,84219.0,0,0,27,1,3,4,10,1,0,0,0,0,0,0,0,26,1198
1968,PhD,Married,40706.0,2,1,37,4,3,0,4,7,0,0,0,0,0,0,0,46,81
1988,Graduation,Married,15716.0,1,0,8,3,3,0,4,8,0,0,0,0,0,1,0,26,92
1959,Graduation,Divorced,59052.0,0,1,29,3,7,1,7,5,0,0,0,0,0,0,0,55,491
1971,Master,Married,80573.0,0,0,85,1,4,6,13,2,0,0,0,0,0,0,0,43,1564
1962,Graduation,Married,83715.0,0,0,2,1,2,8,13,0,0,0,0,0,0,0,0,52,926
1959,Master,Married,82576.0,0,0,66,1,2,4,12,1,0,0,1,0,0,0,0,55,1910
1952,Graduation,Married,35704.0,1,1,54,3,2,0,4,4,0,0,0,0,0,0,0,62,94
1954,Graduation,Married,53103.0,0,1,70,5,10,6,7,7,1,0,0,0,0,0,0,60,1085
1960,Graduation,Widow,46779.0,1,1,55,1,0,1,2,4,0,0,0,0,0,0,0,54,23
1965,Graduation,Divorced,4861.0,0,0,20,0,0,0,0,14,0,0,0,0,0,0,0,49,6
1979,Master,Divorced,33462.0,1,0,78,1,2,0,3,7,0,0,0,0,0,0,0,35,54
1950,Graduation,Married,80763.0,0,0,17,1,5,11,6,3,0,0,1,1,0,0,1,64,1415
1974,PhD,Married,65352.0,0,1,43,2,4,2,8,4,0,0,0,0,0,0,0,40,405
1978,PhD,Married,82170.0,0,0,13,1,5,6,7,2,0,0,0,0,0,0,0,36,1908
1969,Graduation,Married,75759.0,0,0,46,1,9,7,9,5,1,0,1,1,0,0,1,45,2486
1976,Graduation,Single,79689.0,0,0,65,1,4,9,13,2,0,0,0,0,0,0,0,38,1315
1956,PhD,Widow,35340.0,1,1,1,2,2,0,3,5,0,0,0,0,0,0,0,58,45
1954,Graduation,Divorced,85683.0,0,0,6,1,2,4,10,1,0,1,1,1,1,0,1,60,1789
1972,Graduation,Married,24884.0,1,0,32,1,0,0,3,7,0,0,0,0,0,0,0,42,19
1981,Master,Married,42021.0,1,0,34,5,10,1,6,9,1,0,0,0,0,0,0,33,573
1989,Graduation,Single,64449.0,1,0,70,4,5,3,12,4,0,0,0,0,0,0,0,25,805
1954,Graduation,Divorced,64587.0,1,1,49,2,1,1,4,3,0,0,0,0,0,0,0,60,108
1978,Graduation,Married,75437.0,0,0,25,1,8,4,10,6,0,0,0,1,0,0,0,36,1493
1973,Graduation,Married,52845.0,1,0,7,3,8,8,6,6,1,0,0,0,0,0,0,41,936
1956,Graduation,Divorced,46086.0,0,1,34,4,3,1,8,4,0,0,0,0,0,0,0,58,343
1956,PhD,Widow,78028.0,0,1,38,1,6,4,9,7,0,1,1,0,0,0,1,58,528
1987,PhD,Single,95169.0,0,0,1,1,4,3,4,1,0,0,1,1,0,0,1,27,1901
1981,Graduation,Married,56337.0,1,1,25,5,8,5,4,8,1,0,0,1,0,0,1,33,724
1987,Graduation,Married,22434.0,1,0,25,2,2,0,3,8,0,0,0,0,0,0,0,27,58
1954,PhD,Married,36930.0,0,1,50,5,5,2,4,8,0,0,0,0,0,0,0,60,297
1954,Graduation,Single,36130.0,0,1,46,6,3,8,4,4,1,0,0,0,0,0,1,60,488
1953,Master,Married,65569.0,0,1,96,2,6,5,10,3,0,0,0,0,0,0,0,61,859
1963,PhD,Single,36736.0,1,1,52,1,1,0,2,6,0,0,0,0,0,0,0,51,17
1979,Graduation,Married,77568.0,0,1,30,1,10,2,8,5,0,1,1,1,0,0,0,35,2194
1976,PhD,Married,49187.0,0,1,63,1,1,1,5,2,0,0,0,0,0,0,0,38,116
1978,Graduation,Single,30168.0,1,0,51,7,6,1,4,9,0,0,0,0,0,0,0,36,279
1968,Master,Married,34053.0,0,1,14,1,3,0,3,8,0,0,0,0,0,0,0,46,103
1971,Master,Married,38196.0,1,1,20,3,2,0,4,5,0,0,0,0,0,0,0,43,44
1951,Master,Married,59412.0,0,0,56,1,4,2,8,3,0,0,0,0,0,0,0,63,406
1965,Graduation,Married,70924.0,0,0,41,1,6,6,7,3,0,0,1,0,0,0,0,49,1363
1969,Graduation,Married,54165.0,0,0,72,1,2,1,7,2,0,0,0,0,0,0,0,45,236
1973,Graduation,Married,32300.0,1,0,1,1,1,0,3,8,0,0,0,0,0,0,0,41,39
1976,Graduation,Single,20180.0,0,0,27,1,2,1,4,7,0,0,0,0,0,0,0,38,137
1973,Graduation,Married,34961.0,1,0,77,3,3,1,3,7,0,0,0,0,0,0,0,41,79
1974,PhD,Married,28440.0,1,0,87,1,2,0,3,8,0,0,0,0,0,0,0,40,63
1953,PhD,Married,64504.0,1,2,81,7,11,3,4,7,0,0,0,0,0,0,1,61,1314
1966,Master,Married,33564.0,0,1,51,1,1,1,3,5,0,0,0,0,0,0,0,48,71
1978,Graduation,Married,17345.0,1,0,79,2,2,1,2,8,0,0,0,0,0,0,0,36,58
1967,PhD,Married,56320.0,0,1,11,3,5,4,9,4,0,0,0,0,0,0,0,47,702
1978,Graduation,Single,28647.0,1,0,54,1,2,2,2,7,1,0,0,0,0,0,1,36,94
1987,Basic,Single,15038.0,1,0,93,2,2,1,2,9,0,0,0,0,0,0,0,27,80
1958,PhD,Divorced,32173.0,0,1,0,1,1,0,3,4,0,0,0,0,0,0,0,56,22
1964,Graduation,Married,68316.0,0,1,54,5,10,7,10,6,0,0,0,0,0,0,0,50,1211
1971,Graduation,Married,74538.0,0,0,21,1,8,8,5,3,0,0,1,0,0,0,1,43,1461
1971,Graduation,Single,91700.0,0,0,58,1,8,6,5,3,0,0,0,0,0,0,1,43,1968
1969,Graduation,Married,68695.0,0,0,3,1,4,4,7,2,0,0,0,0,0,0,0,45,1091
1977,Graduation,Married,31056.0,1,0,99,1,1,0,3,8,0,0,0,0,0,0,0,37,55
1980,Graduation,Single,28071.0,0,0,65,2,5,1,5,8,0,0,0,0,0,0,0,34,313
1958,PhD,Married,37334.0,1,1,44,4,3,0,4,4,0,0,0,0,0,0,0,56,62
1972,Master,Single,46423.0,1,1,6,3,2,0,4,7,0,0,0,0,0,0,0,42,92
1971,PhD,Married,37126.0,1,0,9,1,1,2,2,6,1,0,0,0,0,0,1,43,72
1953,Graduation,Married,47703.0,0,1,95,4,6,3,8,5,0,0,0,0,0,0,0,61,655
1959,Graduation,Married,61180.0,0,1,70,2,5,5,6,3,1,0,0,0,0,0,0,55,704
1954,Graduation,Married,38998.0,1,1,92,3,2,0,3,8,0,0,0,0,0,1,0,60,54
1991,Graduation,Single,8028.0,0,0,62,15,0,1,0,19,0,0,0,0,0,0,0,23,178
1962,Graduation,Married,76081.0,0,0,85,1,4,5,4,2,0,0,0,1,0,0,0,52,1033
1986,Graduation,Married,34728.0,1,0,2,1,1,1,2,6,0,0,0,0,0,0,1,28,36
1965,Master,Single,33168.0,0,1,0,3,2,1,4,7,0,0,0,0,0,0,0,49,122
1966,Master,Married,33585.0,0,1,91,1,2,0,4,4,0,0,0,0,0,0,0,48,122
1960,PhD,Married,77037.0,0,1,3,1,7,7,12,3,0,0,0,0,0,0,0,54,1123
1984,Graduation,Married,35196.0,1,0,68,6,6,1,5,8,0,0,0,0,0,0,1,30,497
1966,Graduation,Married,44529.0,0,1,98,6,6,2,11,5,0,1,0,0,0,0,0,48,691
1966,PhD,Married,28764.0,1,1,16,1,1,0,2,8,1,0,0,0,0,0,0,48,12
1949,PhD,Married,69098.0,0,0,82,1,7,8,9,5,0,0,0,0,0,0,0,65,2440
1970,Graduation,Divorced,25959.0,1,1,1,2,1,2,2,6,0,0,0,0,0,0,1,44,56
1983,Master,Married,27100.0,1,0,64,1,1,0,3,7,0,0,0,0,0,0,0,31,37
1985,Graduation,Single,70596.0,0,0,68,1,3,5,12,2,0,0,0,0,0,0,0,29,968
1974,Graduation,Married,42557.0,0,1,98,4,6,1,4,8,0,0,0,0,0,0,0,40,270
1951,PhD,Married,53312.0,0,0,32,1,5,1,5,7,0,0,0,0,0,0,0,63,278
1952,Graduation,Single,72228.0,0,0,87,1,6,7,8,3,0,0,0,0,0,0,0,62,1250
1987,Graduation,Married,67605.0,0,0,84,1,2,8,6,1,0,0,0,0,0,0,0,27,938
1949,Master,Married,62845.0,1,1,3,11,3,4,10,8,0,1,0,0,0,0,0,65,1178
1958,Graduation,Married,65196.0,0,2,34,2,7,6,11,5,1,0,0,0,0,0,0,56,1155
1987,PhD,Single,42000.0,0,0,23,2,5,2,11,5,0,0,0,0,0,0,1,27,653
1973,PhD,Divorced,35860.0,1,1,37,2,1,1,2,5,1,0,0,0,0,0,0,41,49
1964,PhD,Married,65526.0,0,1,22,1,4,4,8,2,0,0,0,0,0,0,0,50,506
1961,Graduation,Married,16860.0,1,1,19,3,1,1,3,7,0,0,0,0,0,0,0,53,38
1992,Graduation,Single,83528.0,0,0,7,1,4,10,8,1,1,0,0,1,0,0,1,22,1650
1965,Graduation,Divorced,64176.0,0,1,52,8,8,9,8,6,0,0,0,0,0,0,0,49,1826
1956,Graduation,Divorced,22304.0,0,0,91,1,1,0,2,8,0,0,0,0,0,0,0,58,18
1978,Graduation,Married,67023.0,0,0,93,1,3,7,13,2,0,0,0,0,0,1,0,36,906
1966,Graduation,Married,70713.0,0,1,23,6,5,6,8,3,0,0,0,0,0,0,0,48,1477
1955,Graduation,Married,59925.0,0,1,83,3,9,2,9,6,0,0,0,0,0,0,0,59,766
1953,Graduation,Married,39722.0,0,1,92,2,2,0,3,5,0,0,0,0,0,0,0,61,47
1958,Graduation,Married,46610.0,0,0,4,1,6,1,6,6,0,0,0,0,0,0,0,56,467
1961,Graduation,Married,88347.0,0,0,32,1,4,7,9,1,0,0,0,1,0,0,0,53,2116
1981,PhD,Married,87171.0,0,0,27,1,6,7,11,2,1,0,1,0,0,0,0,33,1298
1976,Graduation,Married,26907.0,1,1,10,2,1,0,3,7,0,0,0,0,0,0,0,38,22
1968,Master,Single,50014.0,1,0,9,2,4,1,8,5,0,0,0,0,0,0,0,46,396
1978,PhD,Married,41014.0,1,0,65,1,1,0,2,7,0,0,0,0,0,0,0,36,20
1965,Graduation,Single,66294.0,0,0,68,1,4,3,5,2,0,0,0,0,0,0,0,49,967
1971,Graduation,Married,36715.0,1,0,16,6,7,2,4,9,0,0,0,0,0,0,1,43,357
1956,Graduation,Married,79456.0,0,0,12,1,5,6,4,3,0,0,0,0,0,0,1,58,1401
1982,Graduation,Married,40479.0,1,0,95,1,0,0,3,4,0,0,0,0,0,0,0,32,15
1970,Master,Single,75345.0,0,0,16,1,5,8,6,3,0,0,0,1,0,0,1,44,2087
1977,Graduation,Married,54233.0,0,1,46,4,11,6,5,8,0,0,0,0,0,0,0,37,981
1970,Graduation,Single,24163.0,1,1,3,2,1,0,3,4,0,0,0,0,0,0,0,44,17
1958,PhD,Married,84460.0,0,0,80,0,9,9,4,5,0,1,1,1,1,0,1,56,523
1983,Graduation,Married,43776.0,1,0,77,1,1,0,2,6,0,0,0,0,0,0,0,31,23
1958,PhD,Single,71691.0,0,0,0,1,4,7,5,2,0,0,0,0,0,0,1,56,1192
1973,PhD,Married,85844.0,0,0,62,1,6,6,7,2,0,0,1,0,0,0,0,41,1958
1974,PhD,Single,39190.0,1,0,91,2,2,1,4,5,0,0,0,0,0,0,0,40,133
1965,PhD,Married,57236.0,1,1,22,3,2,1,4,3,0,0,0,0,0,0,0,49,121
1979,Graduation,Single,61825.0,0,1,56,1,4,2,8,4,0,0,0,0,0,0,0,35,424
1958,Graduation,Divorced,79803.0,0,1,54,1,4,3,5,1,0,0,0,0,0,0,0,56,868
1986,Graduation,Single,80910.0,0,0,71,1,3,3,8,1,0,0,0,0,0,0,0,28,756
1982,Master,Married,27590.0,1,0,38,1,1,0,2,7,0,0,0,0,0,0,0,32,12
1979,Graduation,Married,56775.0,0,1,62,2,5,8,10,5,0,0,0,0,0,0,0,35,937
1975,Graduation,Divorced,83829.0,0,0,78,0,4,7,6,1,1,0,1,1,0,0,1,39,1862
1979,Graduation,Married,54210.0,0,1,18,2,4,1,7,5,0,0,0,0,0,0,0,35,367
1986,Graduation,Married,38508.0,1,0,95,6,7,2,5,8,0,0,0,0,0,0,0,28,443
1970,Graduation,Married,53187.0,1,0,66,2,4,1,6,5,0,0,0,0,0,0,0,44,267
1972,Graduation,Married,30023.0,1,0,28,1,2,0,3,8,0,0,0,0,0,0,0,42,61
1960,PhD,Single,76045.0,0,0,78,1,4,5,11,2,0,0,0,1,0,0,0,54,1323
1952,PhD,Married,50870.0,0,1,13,1,2,0,3,5,0,0,0,0,0,0,0,62,63
1974,Graduation,Married,65463.0,1,0,17,2,6,2,9,5,0,1,0,0,0,0,0,40,562
1965,Graduation,Married,66480.0,1,1,71,7,4,1,7,4,0,0,0,0,0,0,0,49,312
1954,Graduation,Divorced,76773.0,0,0,79,1,2,2,11,1,0,0,0,0,0,0,0,60,1156
1983,Graduation,Single,81698.0,0,0,1,1,8,2,5,5,0,0,0,1,0,0,1,31,1104
1973,PhD,Single,54466.0,1,1,78,1,1,0,2,5,0,0,0,0,0,0,0,41,16
1984,PhD,Single,16269.0,1,0,75,3,3,0,3,8,0,0,0,0,0,0,0,30,44
1971,Graduation,Married,71819.0,0,1,70,3,3,3,5,6,0,1,1,0,0,0,0,43,1574
1983,PhD,Married,33569.0,1,0,10,1,1,1,2,8,1,0,0,0,0,0,1,31,63
1983,Master,Married,36262.0,0,0,24,1,3,5,3,6,1,0,0,0,0,0,1,31,426
1966,Basic,Married,22634.0,0,0,47,1,2,1,2,8,0,0,0,0,0,0,0,48,96
1978,Graduation,Married,47025.0,0,1,98,5,11,1,6,9,0,0,0,0,0,0,0,36,635
1968,Graduation,Single,70566.0,0,1,4,2,6,5,9,3,0,0,0,0,0,0,0,46,757
1979,PhD,Married,31605.0,1,0,15,2,2,1,4,7,0,0,0,0,0,0,0,35,125
1973,Master,Divorced,52034.0,1,1,67,5,4,2,5,7,0,0,0,0,0,0,0,41,332
1979,Graduation,Single,48526.0,1,0,32,1,2,1,4,3,0,0,0,0,0,0,0,35,135
1954,Graduation,Married,46734.0,0,1,40,2,6,1,5,7,0,0,0,0,0,0,0,60,330
1962,Graduation,Divorced,39552.0,1,1,54,7,6,2,5,8,0,0,0,0,0,0,1,52,384
1966,Graduation,Single,86358.0,1,1,78,4,5,3,6,8,0,0,0,0,0,0,0,48,1722
1977,Graduation,Married,46931.0,2,1,94,2,1,1,3,3,0,0,0,0,0,0,0,37,78
1985,Basic,Single,16581.0,0,0,51,1,0,0,3,4,0,0,0,0,0,0,0,29,24
1952,Graduation,Divorced,63998.0,0,0,42,1,7,6,11,4,0,0,0,0,0,0,1,62,1168
1951,Master,Married,67381.0,0,1,67,4,2,2,9,7,0,1,0,0,0,0,0,63,957
1967,Graduation,Single,25930.0,1,1,87,1,1,0,2,7,0,0,0,0,0,0,0,47,15
1978,Graduation,Married,42693.0,1,0,29,1,1,0,3,5,0,0,0,0,0,0,0,36,57
1976,Graduation,Married,85606.0,0,1,89,2,6,7,9,3,0,0,0,1,0,0,0,38,1956
1985,Graduation,Single,72903.0,0,0,74,1,7,5,8,4,0,1,1,1,0,0,1,29,2013
1974,Graduation,Married,49669.0,1,0,97,2,5,1,6,6,0,0,0,0,0,0,0,40,326
1968,PhD,Married,36778.0,1,1,63,3,3,0,3,9,0,0,0,0,0,0,0,46,77
1962,PhD,Divorced,85696.0,0,0,88,1,4,6,9,1,0,0,0,0,0,0,1,52,1313
1961,Graduation,Married,49678.0,0,1,81,2,6,2,4,7,0,0,0,0,0,0,0,53,315
1989,Graduation,Married,37155.0,1,0,51,1,2,0,4,5,0,0,0,0,0,0,0,25,74
1978,Graduation,Divorced,21282.0,1,0,76,2,2,1,2,6,0,0,0,0,0,0,0,36,46
1962,PhD,Single,33419.0,0,1,76,2,2,0,4,7,0,0,0,0,0,0,0,52,86
1945,Graduation,Widow,63285.0,0,0,84,1,6,5,13,3,0,0,0,0,0,0,0,69,1103
1974,Master,Married,21255.0,1,0,56,4,2,1,4,4,0,0,0,0,0,0,0,40,61
1981,Graduation,Married,42162.0,1,0,31,2,3,1,3,6,1,0,0,0,0,0,1,33,145
1956,Graduation,Married,54450.0,1,1,0,12,9,2,8,8,0,0,0,0,0,0,0,58,684
1954,PhD,Married,57744.0,0,1,91,2,9,1,4,8,0,0,0,0,0,0,0,60,411
1986,Graduation,Single,26576.0,1,0,40,1,1,0,2,9,1,0,0,0,0,0,1,28,27
1943,PhD,Widow,57513.0,0,0,59,2,9,3,13,6,0,0,0,0,0,0,0,71,1060
1964,Graduation,Married,68142.0,0,1,96,3,10,4,7,6,0,0,0,0,0,0,0,50,1459
1979,Graduation,Married,7500.0,0,1,61,1,1,0,2,8,0,0,0,0,0,0,0,35,18
1974,Graduation,Married,83145.0,0,0,14,1,5,9,11,2,0,0,1,0,0,0,1,40,1833
1960,Master,Married,54197.0,0,1,16,2,1,3,6,1,0,0,0,0,0,0,0,54,237
1963,PhD,Single,23091.0,1,1,98,4,2,1,3,7,0,0,0,0,0,0,0,51,48
1976,Graduation,Married,46049.0,1,1,11,10,5,2,9,7,0,0,0,0,0,0,1,38,515
1974,Graduation,Married,56715.0,0,0,52,1,7,3,4,4,0,0,0,0,0,0,0,40,1020
1961,Graduation,Married,79410.0,0,0,19,1,3,2,5,1,0,0,0,0,0,0,0,53,1370
1951,Graduation,Married,57304.0,0,1,61,2,7,6,10,5,0,0,0,0,0,0,0,63,1026
1965,Graduation,Married,44375.0,0,1,73,1,4,1,6,5,0,0,0,0,0,0,0,49,301
1965,Graduation,Married,59594.0,0,1,74,1,8,1,7,7,0,1,0,0,0,0,0,49,499
1994,Graduation,Married,80685.0,0,0,55,1,6,4,10,2,0,0,0,0,0,0,0,20,1004
1974,PhD,Married,40344.0,0,1,48,2,4,1,5,7,0,0,0,0,0,0,0,40,218
1972,Graduation,Married,62710.0,0,1,53,4,4,2,12,4,0,0,0,0,0,0,0,42,606
